"ActivityID","CareType","HCWType","RoomType","Surface","Date","Time","Dev.Date.Time"
"02","Bloods","Phlebotomist","MB","EqTray",2020-02-17,14:05:56,2020-02-17 14:05:56
"02","Bloods","Phlebotomist","MB","EqTray",2020-02-17,14:06:00,2020-02-17 14:06:00
"02","Bloods","Phlebotomist","MB","Patient",2020-02-17,14:06:02,2020-02-17 14:06:02
"02","Bloods","Phlebotomist","MB","Patient",2020-02-17,14:06:08,2020-02-17 14:06:08
"02","Bloods","Phlebotomist","MB","Syringe",2020-02-17,14:06:18,2020-02-17 14:06:18
"02","Bloods","Phlebotomist","MB","Patient",2020-02-17,14:06:22,2020-02-17 14:06:22
"02","Bloods","Phlebotomist","MB","Syringe",2020-02-17,14:06:48,2020-02-17 14:06:48
"02","Bloods","Phlebotomist","MB","Syringe",2020-02-17,14:07:04,2020-02-17 14:07:04
"02","Bloods","Phlebotomist","MB","Patient",2020-02-17,14:07:08,2020-02-17 14:07:08
"02","Bloods","Phlebotomist","MB","Patient",2020-02-17,14:07:18,2020-02-17 14:07:18
"02","Bloods","Phlebotomist","MB","Syringe",2020-02-17,14:07:53,2020-02-17 14:07:53
"02","Bloods","Phlebotomist","MB","Bedding",2020-02-17,14:08:06,2020-02-17 14:08:06
"02","Bloods","Phlebotomist","MB","Patient",2020-02-17,14:08:14,2020-02-17 14:08:14
"02","Bloods","Phlebotomist","MB","Patient",2020-02-17,14:08:29,2020-02-17 14:08:29
"02","Bloods","Phlebotomist","MB","EqTray",2020-02-17,14:08:47,2020-02-17 14:08:47
"02","Bloods","Phlebotomist","MB","Patient",2020-02-17,14:08:51,2020-02-17 14:08:51
"02","Bloods","Phlebotomist","MB","Tray",2020-02-17,14:08:56,2020-02-17 14:08:56
"02","Bloods","Phlebotomist","MB","GlovesOff",2020-02-17,14:08:58,2020-02-17 14:08:58
"02","Bloods","Phlebotomist","MB","Finish",2020-02-17,14:09:28,2020-02-17 14:09:28
"03","Bloods","Phlebotomist","MB","Start",2020-02-19,12:34:42,2020-02-19 12:34:42
"03","Bloods","Phlebotomist","MB","AlcOutside",2020-02-19,12:34:42,2020-02-19 12:34:42
"03","Bloods","Phlebotomist","MB","EqTray",2020-02-19,12:34:59,2020-02-19 12:34:59
"03","Bloods","Phlebotomist","MB","In",2020-02-19,12:35:00,2020-02-19 12:35:00
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:35:02,2020-02-19 12:35:02
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:35:09,2020-02-19 12:35:09
"03","Bloods","Phlebotomist","MB","Tray",2020-02-19,12:36:02,2020-02-19 12:36:02
"03","Bloods","Phlebotomist","MB","Bedding",2020-02-19,12:36:04,2020-02-19 12:36:04
"03","Bloods","Phlebotomist","MB","Bedding",2020-02-19,12:36:15,2020-02-19 12:36:15
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:36:26,2020-02-19 12:36:26
"03","Bloods","Phlebotomist","MB","Bedding",2020-02-19,12:36:29,2020-02-19 12:36:29
"03","Bloods","Phlebotomist","MB","Bedding",2020-02-19,12:36:32,2020-02-19 12:36:32
"03","Bloods","Phlebotomist","MB","OtherNear",2020-02-19,12:36:43,2020-02-19 12:36:43
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:36:48,2020-02-19 12:36:48
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:36:59,2020-02-19 12:36:59
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:37:18,2020-02-19 12:37:18
"03","Bloods","Phlebotomist","MB","AlcInside",2020-02-19,12:37:34,2020-02-19 12:37:34
"03","Bloods","Phlebotomist","MB","EqTray",2020-02-19,12:37:44,2020-02-19 12:37:44
"03","Bloods","Phlebotomist","MB","GlovesOn",2020-02-19,12:37:50,2020-02-19 12:37:50
"03","Bloods","Phlebotomist","MB","EqTray",2020-02-19,12:37:53,2020-02-19 12:37:53
"03","Bloods","Phlebotomist","MB","Syringe",2020-02-19,12:37:58,2020-02-19 12:37:58
"03","Bloods","Phlebotomist","MB","GlovesOn",2020-02-19,12:38:01,2020-02-19 12:38:01
"03","Bloods","Phlebotomist","MB","Syringe",2020-02-19,12:38:11,2020-02-19 12:38:11
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:38:12,2020-02-19 12:38:12
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:38:23,2020-02-19 12:38:23
"03","Bloods","Phlebotomist","MB","Syringe",2020-02-19,12:38:25,2020-02-19 12:38:25
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:38:26,2020-02-19 12:38:26
"03","Bloods","Phlebotomist","MB","Syringe",2020-02-19,12:38:42,2020-02-19 12:38:42
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:39:51,2020-02-19 12:39:51
"03","Bloods","Phlebotomist","MB","Syringe",2020-02-19,12:40:41,2020-02-19 12:40:41
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:41:31,2020-02-19 12:41:31
"03","Bloods","Phlebotomist","MB","Syringe",2020-02-19,12:41:34,2020-02-19 12:41:34
"03","Bloods","Phlebotomist","MB","Bedding",2020-02-19,12:41:55,2020-02-19 12:41:55
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:42:17,2020-02-19 12:42:17
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:42:23,2020-02-19 12:42:23
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:42:24,2020-02-19 12:42:24
"03","Bloods","Phlebotomist","MB","Patient",2020-02-19,12:42:25,2020-02-19 12:42:25
"03","Bloods","Phlebotomist","MB","OtherNear",2020-02-19,12:42:32,2020-02-19 12:42:32
"03","Bloods","Phlebotomist","MB","Table",2020-02-19,12:42:34,2020-02-19 12:42:34
"03","Bloods","Phlebotomist","MB","Tray",2020-02-19,12:42:47,2020-02-19 12:42:47
"03","Bloods","Phlebotomist","MB","Syringe",2020-02-19,12:42:50,2020-02-19 12:42:50
"03","Bloods","Phlebotomist","MB","GlovesOff",2020-02-19,12:42:52,2020-02-19 12:42:52
"03","Bloods","Phlebotomist","MB","EqTray",2020-02-19,12:42:58,2020-02-19 12:42:58
"03","Bloods","Phlebotomist","MB","Finish",2020-02-19,12:43:25,2020-02-19 12:43:25
"04","Bloods","Phlebotomist","MB","Start",2020-02-20,08:40:30,2020-02-20 08:40:30
"04","Bloods","Phlebotomist","MB","In",2020-02-20,08:40:30,2020-02-20 08:40:30
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:40:31,2020-02-20 08:40:31
"04","Bloods","Phlebotomist","MB","Bedding",2020-02-20,08:40:34,2020-02-20 08:40:34
"04","Bloods","Phlebotomist","MB","GlovesOn",2020-02-20,08:40:39,2020-02-20 08:40:39
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:40:51,2020-02-20 08:40:51
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:40:58,2020-02-20 08:40:58
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:40:59,2020-02-20 08:40:59
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:41:03,2020-02-20 08:41:03
"04","Bloods","Phlebotomist","MB","Bedding",2020-02-20,08:41:07,2020-02-20 08:41:07
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:41:16,2020-02-20 08:41:16
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:41:18,2020-02-20 08:41:18
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:41:22,2020-02-20 08:41:22
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:41:33,2020-02-20 08:41:33
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:41:36,2020-02-20 08:41:36
"04","Bloods","Phlebotomist","MB","Syringe",2020-02-20,08:41:39,2020-02-20 08:41:39
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:41:47,2020-02-20 08:41:47
"04","Bloods","Phlebotomist","MB","Syringe",2020-02-20,08:41:50,2020-02-20 08:41:50
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:41:58,2020-02-20 08:41:58
"04","Bloods","Phlebotomist","MB","Syringe",2020-02-20,08:42:02,2020-02-20 08:42:02
"04","Bloods","Phlebotomist","MB","Sharps",2020-02-20,08:42:11,2020-02-20 08:42:11
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:42:14,2020-02-20 08:42:14
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:42:21,2020-02-20 08:42:21
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:42:26,2020-02-20 08:42:26
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:42:41,2020-02-20 08:42:41
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:42:46,2020-02-20 08:42:46
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:42:56,2020-02-20 08:42:56
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:43:22,2020-02-20 08:43:22
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:43:34,2020-02-20 08:43:34
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:43:45,2020-02-20 08:43:45
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:44:02,2020-02-20 08:44:02
"04","Bloods","Phlebotomist","MB","Sharps",2020-02-20,08:44:04,2020-02-20 08:44:04
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:44:15,2020-02-20 08:44:15
"04","Bloods","Phlebotomist","MB","Syringe",2020-02-20,08:44:16,2020-02-20 08:44:16
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:44:31,2020-02-20 08:44:31
"04","Bloods","Phlebotomist","MB","Sharps",2020-02-20,08:44:35,2020-02-20 08:44:35
"04","Bloods","Phlebotomist","MB","Patient",2020-02-20,08:44:43,2020-02-20 08:44:43
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:44:54,2020-02-20 08:44:54
"04","Bloods","Phlebotomist","MB","GlovesOff",2020-02-20,08:45:11,2020-02-20 08:45:11
"04","Bloods","Phlebotomist","MB","GownOff",2020-02-20,08:45:17,2020-02-20 08:45:17
"04","Bloods","Phlebotomist","MB","Soap",2020-02-20,08:45:19,2020-02-20 08:45:19
"04","Bloods","Phlebotomist","MB","Tap",2020-02-20,08:45:22,2020-02-20 08:45:22
"04","Bloods","Phlebotomist","MB","PaperTowel",2020-02-20,08:45:24,2020-02-20 08:45:24
"04","Bloods","Phlebotomist","MB","Waste",2020-02-20,08:45:26,2020-02-20 08:45:26
"04","Bloods","Phlebotomist","MB","EqTray",2020-02-20,08:45:27,2020-02-20 08:45:27
"04","Bloods","Phlebotomist","MB","Out",2020-02-20,08:45:30,2020-02-20 08:45:30
"04","Bloods","Phlebotomist","MB","Finish",2020-02-20,08:45:31,2020-02-20 08:45:31
"05","Bloods","Phlebotomist","SB","Start",2020-02-24,09:06:31,2020-02-24 09:06:31
"05","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-24,09:06:31,2020-02-24 09:06:31
"05","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-24,09:06:33,2020-02-24 09:06:33
"05","Bloods","Phlebotomist","SB","Door",2020-02-24,09:06:36,2020-02-24 09:06:36
"05","Bloods","Phlebotomist","SB","Door",2020-02-24,09:06:49,2020-02-24 09:06:49
"05","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-24,09:07:01,2020-02-24 09:07:01
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:07:22,2020-02-24 09:07:22
"05","Bloods","Phlebotomist","SB","GownOn",2020-02-24,09:07:24,2020-02-24 09:07:24
"05","Bloods","Phlebotomist","SB","GlovesOn",2020-02-24,09:08:29,2020-02-24 09:08:29
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:09:05,2020-02-24 09:09:05
"05","Bloods","Phlebotomist","SB","Door",2020-02-24,09:09:08,2020-02-24 09:09:08
"05","Bloods","Phlebotomist","SB","In",2020-02-24,09:09:09,2020-02-24 09:09:09
"05","Bloods","Phlebotomist","SB","Door",2020-02-24,09:09:11,2020-02-24 09:09:11
"05","Bloods","Phlebotomist","SB","PersonalHCW",2020-02-24,09:09:16,2020-02-24 09:09:16
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:09:21,2020-02-24 09:09:21
"05","Bloods","Phlebotomist","SB","Tray",2020-02-24,09:09:28,2020-02-24 09:09:28
"05","Bloods","Phlebotomist","SB","Out",2020-02-24,09:09:39,2020-02-24 09:09:39
"05","Bloods","Phlebotomist","SB","Door",2020-02-24,09:09:41,2020-02-24 09:09:41
"05","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-24,09:09:43,2020-02-24 09:09:43
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:09:51,2020-02-24 09:09:51
"05","Bloods","Phlebotomist","SB","Bedding",2020-02-24,09:09:59,2020-02-24 09:09:59
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:10:16,2020-02-24 09:10:16
"05","Bloods","Phlebotomist","SB","OtherNear",2020-02-24,09:10:31,2020-02-24 09:10:31
"05","Bloods","Phlebotomist","SB","PersonalHCW",2020-02-24,09:11:01,2020-02-24 09:11:01
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:11:05,2020-02-24 09:11:05
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:11:08,2020-02-24 09:11:08
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:11:34,2020-02-24 09:11:34
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:11:53,2020-02-24 09:11:53
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:11:55,2020-02-24 09:11:55
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:12:10,2020-02-24 09:12:10
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:12:14,2020-02-24 09:12:14
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:12:17,2020-02-24 09:12:17
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:12:28,2020-02-24 09:12:28
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:12:41,2020-02-24 09:12:41
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:12:46,2020-02-24 09:12:46
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:12:53,2020-02-24 09:12:53
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:12:58,2020-02-24 09:12:58
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:13:01,2020-02-24 09:13:01
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:13:16,2020-02-24 09:13:16
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:13:19,2020-02-24 09:13:19
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:13:25,2020-02-24 09:13:25
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:13:31,2020-02-24 09:13:31
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:13:35,2020-02-24 09:13:35
"05","Bloods","Phlebotomist","SB","Waste",2020-02-24,09:13:39,2020-02-24 09:13:39
"05","Bloods","Phlebotomist","SB","Patient",2020-02-24,09:13:45,2020-02-24 09:13:45
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:13:53,2020-02-24 09:13:53
"05","Bloods","Phlebotomist","SB","GownOn",2020-02-24,09:13:57,2020-02-24 09:13:57
"05","Bloods","Phlebotomist","SB","GlovesOn",2020-02-24,09:13:59,2020-02-24 09:13:59
"05","Bloods","Phlebotomist","SB","Waste",2020-02-24,09:14:01,2020-02-24 09:14:01
"05","Bloods","Phlebotomist","SB","Soap",2020-02-24,09:14:15,2020-02-24 09:14:15
"05","Bloods","Phlebotomist","SB","Tap",2020-02-24,09:14:17,2020-02-24 09:14:17
"05","Bloods","Phlebotomist","SB","PaperTowel",2020-02-24,09:14:22,2020-02-24 09:14:22
"05","Bloods","Phlebotomist","SB","Waste",2020-02-24,09:14:28,2020-02-24 09:14:28
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:14:30,2020-02-24 09:14:30
"05","Bloods","Phlebotomist","SB","PersonalHCW",2020-02-24,09:14:35,2020-02-24 09:14:35
"05","Bloods","Phlebotomist","SB","Waste",2020-02-24,09:14:36,2020-02-24 09:14:36
"05","Bloods","Phlebotomist","SB","EqTray",2020-02-24,09:14:39,2020-02-24 09:14:39
"05","Bloods","Phlebotomist","SB","Door",2020-02-24,09:14:45,2020-02-24 09:14:45
"05","Bloods","Phlebotomist","SB","Out",2020-02-24,09:14:50,2020-02-24 09:14:50
"05","Bloods","Phlebotomist","SB","Finish",2020-02-24,09:14:55,2020-02-24 09:14:55
"06","Bloods","Phlebotomist","MB","Start",2020-02-25,08:34:50,2020-02-25 08:34:50
"06","Bloods","Phlebotomist","MB","GownOn",2020-02-25,08:34:50,2020-02-25 08:34:50
"06","Bloods","Phlebotomist","MB","In",2020-02-25,08:34:52,2020-02-25 08:34:52
"06","Bloods","Phlebotomist","MB","Curtain",2020-02-25,08:35:53,2020-02-25 08:35:53
"06","Bloods","Phlebotomist","MB","Patient",2020-02-25,08:35:55,2020-02-25 08:35:55
"06","Bloods","Phlebotomist","MB","Patient",2020-02-25,08:36:01,2020-02-25 08:36:01
"06","Bloods","Phlebotomist","MB","GlovesOn",2020-02-25,08:36:05,2020-02-25 08:36:05
"06","Bloods","Phlebotomist","MB","EqTray",2020-02-25,08:36:07,2020-02-25 08:36:07
"06","Bloods","Phlebotomist","MB","Patient",2020-02-25,08:36:12,2020-02-25 08:36:12
"06","Bloods","Phlebotomist","MB","EqTray",2020-02-25,08:36:15,2020-02-25 08:36:15
"06","Bloods","Phlebotomist","MB","Patient",2020-02-25,08:36:16,2020-02-25 08:36:16
"06","Bloods","Phlebotomist","MB","EqTray",2020-02-25,08:36:25,2020-02-25 08:36:25
"06","Bloods","Phlebotomist","MB","Patient",2020-02-25,08:36:28,2020-02-25 08:36:28
"06","Bloods","Phlebotomist","MB","Syringe",2020-02-25,08:36:41,2020-02-25 08:36:41
"06","Bloods","Phlebotomist","MB","Patient",2020-02-25,08:36:54,2020-02-25 08:36:54
"06","Bloods","Phlebotomist","MB","Syringe",2020-02-25,08:36:56,2020-02-25 08:36:56
"06","Bloods","Phlebotomist","MB","EqTray",2020-02-25,08:36:58,2020-02-25 08:36:58
"06","Bloods","Phlebotomist","MB","Patient",2020-02-25,08:37:00,2020-02-25 08:37:00
"06","Bloods","Phlebotomist","MB","EqTray",2020-02-25,08:37:11,2020-02-25 08:37:11
"06","Bloods","Phlebotomist","MB","Waste",2020-02-25,08:37:17,2020-02-25 08:37:17
"06","Bloods","Phlebotomist","MB","Curtain",2020-02-25,08:37:21,2020-02-25 08:37:21
"06","Bloods","Phlebotomist","MB","EqTray",2020-02-25,08:37:24,2020-02-25 08:37:24
"06","Bloods","Phlebotomist","MB","EqTray",2020-02-25,08:37:26,2020-02-25 08:37:26
"06","Bloods","Phlebotomist","MB","EqTray",2020-02-25,08:37:32,2020-02-25 08:37:32
"06","Bloods","Phlebotomist","MB","MedsTrolley",2020-02-25,08:37:34,2020-02-25 08:37:34
"06","Bloods","Phlebotomist","MB","Notes",2020-02-25,08:37:36,2020-02-25 08:37:36
"06","Bloods","Phlebotomist","MB","GownOn",2020-02-25,08:37:41,2020-02-25 08:37:41
"06","Bloods","Phlebotomist","MB","GownOff",2020-02-25,08:37:44,2020-02-25 08:37:44
"06","Bloods","Phlebotomist","MB","Soap",2020-02-25,08:37:50,2020-02-25 08:37:50
"06","Bloods","Phlebotomist","MB","Tap",2020-02-25,08:37:53,2020-02-25 08:37:53
"06","Bloods","Phlebotomist","MB","PaperTowel",2020-02-25,08:37:55,2020-02-25 08:37:55
"06","Bloods","Phlebotomist","MB","Waste",2020-02-25,08:38:00,2020-02-25 08:38:00
"06","Bloods","Phlebotomist","MB","PersonalHCW",2020-02-25,08:38:06,2020-02-25 08:38:06
"06","Bloods","Phlebotomist","MB","Notes",2020-02-25,08:38:08,2020-02-25 08:38:08
"06","Bloods","Phlebotomist","MB","Notes",2020-02-25,08:38:13,2020-02-25 08:38:13
"06","Bloods","Phlebotomist","MB","EqTray",2020-02-25,08:38:29,2020-02-25 08:38:29
"06","Bloods","Phlebotomist","MB","EqTray",2020-02-25,08:38:38,2020-02-25 08:38:38
"06","Bloods","Phlebotomist","MB","EqTray",2020-02-25,08:38:43,2020-02-25 08:38:43
"06","Bloods","Phlebotomist","MB","Syringe",2020-02-25,08:38:46,2020-02-25 08:38:46
"06","Bloods","Phlebotomist","MB","Syringe",2020-02-25,08:38:49,2020-02-25 08:38:49
"06","Bloods","Phlebotomist","MB","Syringe",2020-02-25,08:38:55,2020-02-25 08:38:55
"06","Bloods","Phlebotomist","MB","Finish",2020-02-25,08:38:59,2020-02-25 08:38:59
"07","Bloods","Phlebotomist","SB","Start",2020-02-25,08:39:21,2020-02-25 08:39:21
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:39:21,2020-02-25 08:39:21
"07","Bloods","Phlebotomist","SB","Notes",2020-02-25,08:39:33,2020-02-25 08:39:33
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:39:40,2020-02-25 08:39:40
"07","Bloods","Phlebotomist","SB","GownOn",2020-02-25,08:39:46,2020-02-25 08:39:46
"07","Bloods","Phlebotomist","SB","Door",2020-02-25,08:39:48,2020-02-25 08:39:48
"07","Bloods","Phlebotomist","SB","In",2020-02-25,08:39:49,2020-02-25 08:39:49
"07","Bloods","Phlebotomist","SB","EqTray",2020-02-25,08:40:46,2020-02-25 08:40:46
"07","Bloods","Phlebotomist","SB","EqTray",2020-02-25,08:40:49,2020-02-25 08:40:49
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:40:51,2020-02-25 08:40:51
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:40:56,2020-02-25 08:40:56
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:41:22,2020-02-25 08:41:22
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:41:23,2020-02-25 08:41:23
"07","Bloods","Phlebotomist","SB","GlovesOff",2020-02-25,08:41:28,2020-02-25 08:41:28
"07","Bloods","Phlebotomist","SB","EqTray",2020-02-25,08:41:32,2020-02-25 08:41:32
"07","Bloods","Phlebotomist","SB","EqTray",2020-02-25,08:41:59,2020-02-25 08:41:59
"07","Bloods","Phlebotomist","SB","EqTray",2020-02-25,08:42:08,2020-02-25 08:42:08
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:42:17,2020-02-25 08:42:17
"07","Bloods","Phlebotomist","SB","PersonalHCW",2020-02-25,08:42:21,2020-02-25 08:42:21
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:42:23,2020-02-25 08:42:23
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:43:17,2020-02-25 08:43:17
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:43:18,2020-02-25 08:43:18
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:43:20,2020-02-25 08:43:20
"07","Bloods","Phlebotomist","SB","PersonalHCW",2020-02-25,08:43:29,2020-02-25 08:43:29
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:43:31,2020-02-25 08:43:31
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:43:40,2020-02-25 08:43:40
"07","Bloods","Phlebotomist","SB","GlovesOn",2020-02-25,08:43:51,2020-02-25 08:43:51
"07","Bloods","Phlebotomist","SB","Notes",2020-02-25,08:43:55,2020-02-25 08:43:55
"07","Bloods","Phlebotomist","SB","MedsTrolley",2020-02-25,08:44:06,2020-02-25 08:44:06
"07","Bloods","Phlebotomist","SB","Notes",2020-02-25,08:44:10,2020-02-25 08:44:10
